RAW_NAME,CANONICAL_NAME
CHI Living Communities,chi living communities
HARK Connect™,hark connect™
U.plus,uplus
Cobalt,cobalt
Digital Theatre,digital theatre
Daisy Bookkeeping Service,daisy bookkeeping service
ServiceCore,servicecore
fintastic,fintastic
Trust Enablement,trust enablement
Emerging Technology Innovation,emerging technology innovation
Flex Work Force Solutions,flex work force
National Material Company,national material
Quikly,quikly
InnSpire - The Digital Guest Journey,innspire digital guest journey
Zafyre Pte Ltd,zafyre pte
Ethos Life,ethos life
Stridekick | MoveSpring,stridekick movespring
Lynx Automation,lynx automation
The Cumin Culinary Brands,cumin culinary brands
Virtually,virtually
SBT,sbt
Burdeens Jewelry Ltd,burdeens jewelry
The HR Congress,hr congress
Blue Ocean Access Fund,blue ocean access fund
"JPMorgan Chase Bank, N. A.",jpmorgan chase bank n a
Tony P's Networking Events,tony ps networking events
Getac Video Solutions,getac video
Pequity,pequity
WinBack Labs,winback
Franchise Insider/Patrick Elsner,franchise insiderpatrick elsner
Built To Last Solutions ,built to last
"RecruitSolut, Inc.",recruitsolut
CannaTech Ventures,cannatech
Next Gen Info & Analytics ,next gen info analytics
Wheaton McCrea,wheaton mccrea
Victory Lap LLC,victory lap
FinditParts,finditparts
Pragmatic Growth,pragmatic growth
Philadelphia Nanny Network,philadelphia nanny network
3S Security solutions specialist inc.,3s security solutions specialist
Gant Travel,gant travel
Quicken Loans Mortgage Services,quicken loans mortgage
"Power Works DHM, Ltd: Power Hypnosis Chicago; Power Dynamics Chicago; Power Meditation Chicago",power works dhm ltd power hypnosis chicago power dynamics chicago power meditation chicago
Beyond Borders LLC,beyond borders
Zurn Wilkins,zurn wilkins
Jodapris Christian University,jodapris christian university
ConnectAndSell,connectandsell
Clever Health,clever health
"NIR Roof Care, Inc",nir roof care
MarketingCrap,marketingcrap
Open X,open x
ICNA Relief USA,icna relief usa
Optimized Financial Strategies,optimized financial strategies
Salvation Army,salvation army
Cyngn,cyngn
A-Champs,achamps
HR,hr
First Stop Health,first stop health
Rocket Pro TPO,rocket pro tpo
AVANT Communications,avant communications
Survios,survios
"Mercer Health & Benefits, LLC",mercer health benefits
JOON,joon
Team ITG,team itg
4GoodHosting,4goodhosting
ENGS Commercial Finance Co.,engs commercial finance
ASQ360° Market Research,asq360° market research
FRONTLINE Selling,frontline selling
GenH2,genh2
Recrafted Roofing Company,recrafted roofing
Terzo,terzo
PBS Systems Inc.,pbs systems
Jeppsen Performance Group,jeppsen performance
Von Elijah,von elijah
Einspar Family Financial,einspar family financial
Sunshine City LLC,sunshine city
"Royal Recognition, Inc",royal recognition
GoLinks,golinks
GDS International,gds
"TAP Sales Solutions, A Business Development & Client Relations Firm Improving Sales Revenue ",tap sales solutions a business development client relations firm improving sales revenue
Sportskids Inc,sportskids
"Benchmark Products, Inc.",benchmark products
Prospect4U: S.H.O.C.K. ,prospect4u shock
Meritain Health,meritain health
Glanbia,glanbia
BMGI,bmgi
ProfitSolv,profitsolv
HireLifeScience.com,hirelifesciencecom
Orange Dot Ventures,orange dot
Predictable Revenue™ Inc.,predictable revenue™
Rep-Tile,reptile
"Manor Resources, LLC dba TurboTitleLoan.com",manor resources dba turbotitleloancom
Renewable Grid,renewable grid
The Port of Virginia,port of virginia
Momentive.ai,momentiveai
Calumet Area Industrial Commission ,calumet area industrial commission
James Arthur Design Co,james arthur design
Alleyoop,alleyoop
JB Sales Training ,jb sales training
MANTA - Unified Lineage Platform,manta unified lineage platform
Airmaster Fan Company,airmaster fan
FCA Fiat Chrysler Automobiles,fca fiat chrysler automobiles
Margins Direct (MDBC LLC),margins direct mdbc
REDVANLY,redvanly
Windy City Massage,windy city massage
Alexander Mann Solutions,alexander mann
Rust-Oleum Corporation,rustoleum
GlobalFit,globalfit
Health First,health first
"Way.com, Inc.",waycom
RE/MAX Metropolitan,remax metropolitan
Hospitality Resources,hospitality resources
Freedom Hill Coffee Roasters,freedom hill coffee roasters
Andy Mohr Ford,andy mohr ford
RepairSmith,repairsmith
SBG Media,sbg media
Accounts Delivered ,accounts delivered
Pingree Detroit,pingree detroit
Design-2-Part Video/Part Gurus,design2part videopart gurus
Harvest Solar,harvest solar
Affirm,affirm
National Realty Centers,national realty centers
Norstella,norstella
Linked Leads,linked leads
InterClean Equipment,interclean equipment
Cargon Realty,cargon realty
nextsales,nextsales
Indian Army,indian army
Waterford Oaks Senior Care,waterford oaks senior care
Makada LLC,makada
Purview,purview
Platinum Business Solutions,platinum business
EHPlabs,ehplabs
3DEO,3deo
Carson Coaching,carson coaching
West Bloomfield High School,west bloomfield high school
California Dental Network,california dental network
Verona Area School District,verona area school district
Pre®,pre®
"Charity Resources, LLC",charity resources
LSR Business Solutions,lsr business
Tracy Graham (independent contractor),tracy graham independent contractor
J. B. Ashton,j b ashton
Iveda,iveda
McGRATH LEXUS OF WESTMONT,mcgrath lexus of westmont
HR Transform,hr transform
"The American Association for Accreditation of Ambulatory Surgery Facilities, Inc. (AAAASF)",american association for accreditation of ambulatory surgery facilities inc aaaasf
Jeffrey Gitomer - The King of Sales,jeffrey gitomer king of sales
The American Honey Bee Protection Agency,american honey bee protection agency
Freelance Self-Employed ,freelance selfemployed
"Max Tax Credits, Inc.",max tax credits
JBarrows Sales Training,jbarrows sales training
Pro Cloud SaaS,pro cloud saas
"Open One Solutions, Inc. www.openonesolutions.com",open one solutions inc wwwopenonesolutionscom
Daily,daily
Accelingo,accelingo
MedCompli,medcompli
Executive Recruiting Associates,executive recruiting
Logiwa,logiwa
"Durr Systems, Inc.",durr systems
"OPTIMideas, LLC",optimideas
Datalot,datalot
Midtown Athletic Clubs,midtown athletic clubs
VedasLabs Inc.,vedaslabs
"Stampede Meat, Inc",stampede meat
ZAVANT enterprises,zavant enterprises
GrocersPod,grocerspod
Dreison Properties,dreison properties
Sales Empowerment Group ,sales empowerment
Quantum Group,quantum
Bronson Healthcare,bronson healthcare
Arkansas Children's,arkansas childrens
Elexa Consumer Products,elexa consumer products
"Grand View Research, Inc",grand view research
BREVO,brevo
Menzies Aviation,menzies aviation
"BAE Systems, Inc.",bae systems
Hambanathi Management Consulting,hambanathi management
Zowie,zowie
Key Realty,key realty
Avalon of Bloomfield,avalon of bloomfield
LifestyleFinancial,lifestylefinancial
Founder Advisors,founder
Dealer Services International,dealer services
TaskHuman,taskhuman
Exponential Power,exponential power
Sardonyx Fund Recovery LLC,sardonyx fund recovery
Colliers,colliers
Yubi,yubi
hydra.ai,hydraai
Justin Welsh,justin welsh
AMICO — A Gibraltar Company,amico — a gibraltar
Chestnut Health Company,chestnut health
University of Cincinnati Foundation,university of cincinnati foundation
"cynoSure Financial, Inc.",cynosure financial
Beyond,beyond
MB Real Estate Services,mb real estate
Black Swamp Percussion,black swamp percussion
Health Partners Plans,health partners plans
Academy of Management -Management Consulting Division-,academy of management management consulting division
American Specialty Health - Active&Fit | Healthyroads | EmpoweredDecisions,american specialty health activefit healthyroads empowereddecisions
Kelbree Consulting,kelbree
Compter Re-Store Inc,compter restore
Triad Real Estate Partners,triad real estate
Taste. Smile. Repeat.,taste smile repeat
"Barton Performance Group, LLC",barton performance
Bigfoot Search,bigfoot search
Michigan Interior Restoration ,michigan interior restoration
Twist Aero,twist aero
MFG Tribe,mfg tribe
Pantheon Metaworks,pantheon metaworks
Sweft ,sweft
MiddleWest,middlewest
MDHearing,mdhearing
Heather Carter,heather carter
Verizon Connect (formally Fleetmatics),verizon connect formally fleetmatics
Boxxstep,boxxstep
Sales Performance Team LLC,sales performance team
"Jodi R Swansey, LLC",jodi r swansey
PNC BANK,pnc bank
EncouragedbyErin.com,encouragedbyerincom
OneBar,onebar
Impact Networking,impact networking
AppInChina,appinchina
Talent Stacker | Salesforce Career Development Program,talent stacker salesforce career development program
Men-tality Podcast Group,mentality podcast
Signature Payments,signature payments
"Author Solutions, LLC",author
Enhance Health,enhance health
Virtual Dining Concepts,virtual dining concepts
R.J. O'Neil Inc.,rj oneil
KNS Interiors,kns interiors
PrecisionRecruiter.com,precisionrecruitercom
"Mantese Honigman, P.C.",mantese honigman
ARAG Legal Insurance,arag legal insurance
The Oak Park Group,oak park
Dodge Construction Network,dodge construction network
Delicato Family Wines,delicato family wines
UltraFrame Solution Ltd.,ultraframe solution
Hillside Bible Church,hillside bible church
Tommye G. Inc.,tommye g
SOVA  food bank,sova food bank
Olive 'n Vinnie's,olive n vinnies
Atlantic Broadband,atlantic broadband
The People Collective,people collective
ProsourceIT,prosourceit
B.E. United,be united
Right at Home,right at home
Ficosa North America,ficosa north america
Gaia Real Estate,gaia real estate
TK | Unstoppable,tk unstoppable
Nika & Co,nika
Archwell,archwell
Thornapple Insurance Agency,thornapple insurance agency
Momentous.work,momentouswork
Shofner Business Solutions,shofner business
RE/MAX Suburban,remax suburban
Vessco Holdings,vessco
Decorilla Ltd.,decorilla
Zachry Group,zachry
KSKJ Life,kskj life
O.C. Tanner Managing Director - Sales,oc tanner managing director sales
Alamo Drafthouse Cinema,alamo drafthouse cinema
"Surgery Partners, Inc",surgery partners
Mercer Health and Benefits Administration LLC,mercer health and benefits administration
World Insurance Assocation Consulting Group LLC ,world insurance assocation
MaineHealth,mainehealth
ADUSA Distribution,adusa distribution
North Side Housing & Supportive Services,north side housing supportive
Straightline Advisors,straightline
Vaya Health,vaya health
Fresche Solutions,fresche
Reinhart Foodservice,reinhart foodservice
"Summit Funding, Inc.",summit funding
Southern Michigan Bank & Trust,southern michigan bank trust
Midwestern University (AZ),midwestern university az
High End Hiring,high end hiring
"A.B. Heller, Inc.",ab heller
"University of Tennessee Foundation, Inc.",university of tennessee foundation
"Chesapeake Controls, Inc.",chesapeake controls
Princeton Management,princeton management
Fork n’ Pint,fork n’ pint
Zone & Co,zone
"The New Business Sales Coach, LLC",new business sales coach
AdvertiseCast,advertisecast
Ajinomoto Bio-Pharma Services,ajinomoto biopharma
RevsUp,revsup
"Kaftan Enterprises, Inc.",kaftan enterprises
Doctors Urgent Care Group,doctors urgent care
"Global Group, Inc",global group
Foodschool,foodschool
Element5 Digital ,element5 digital
"DLG Transportation Solutions, Inc.",dlg transportation solutions
ecoATM Gazelle,ecoatm gazelle
Sales IQ Global,sales iq global
Regent Products Corp.,regent products
906 Bankruptcy,906 bankruptcy
Confidential ( Consulting Firm),confidential consulting firm
ChipRewards,chiprewards
the JEM project,jem project
WAKEMED HEALTH & HOSPITALS,wakemed health hospitals
Q1Media,q1media
"Tahoe Fracture & Orthopedic Medical Clinic, Inc.",tahoe fracture orthopedic medical clinic
Supply Chain and Sales Consulting,supply chain and sales
"One2sucSeed, LLC",one2sucseed
Urban Lending Solutions,urban lending
Gong.io,gongio
Frigid Fluid Company,frigid fluid
Chamberlain Hrdlicka,chamberlain hrdlicka
O Bella Aesthetics,o bella aesthetics
ZynTech,zyntech
Gentlemen’s Cooperative,gentlemen’s cooperative
"Heniff Transportation Systems, LLC",heniff transportation systems
International Brotherhood of Electrical Workers (IBEW),international brotherhood of electrical workers ibew
Triad Partners,triad
"Paragon Events, Inc.",paragon events
"E. A. Sossa Consulting, LLC.",e a sossa
PPG Industrial Coatings,ppg industrial coatings
Byteboard,byteboard
SoLight Inc. ,solight
University of Michigan-Flint,university of michiganflint
Amrock,amrock
NHM,nhm
Kelly,kelly
Heyman Talent Artist Agency,heyman talent artist agency
Starbucks Coffee Company,starbucks coffee
EyeMed,eyemed
Spillbully.com,spillbullycom
"Consumer Information Systems , inc.",consumer information systems
Motorcar Parts of America,motorcar parts of america
Goldberg Segalla,goldberg segalla
MeebitsDAO,meebitsdao
MVTRAC,mvtrac
"Optimize Enterprises, Public Benefit Corporation",optimize enterprises public benefit
1872 Consulting,1872
KJ tech,kj tech
"Via Strategy Group, LLC",via strategy
Veteran Law Mentorship Program [501(c)(3)],veteran law mentorship program 501c3
Jacobs Technology,jacobs
REAPRA Pte Ltd,reapra pte
Oracle Retail,oracle retail
Business Republic IG,business republic ig
Culver Careers (CulverCareers.com),culver careers culvercareerscom
Velocity Logic,velocity logic
Waterford Township parks and recreation,waterford township parks and recreation
TPE LLC,tpe
Sinawi Insurance,sinawi insurance
Full Stack Sales,full stack sales
"Biocept, Inc. ",biocept
Employees First,employees first
JAS Forwarding Worldwide,jas forwarding worldwide
"Nexum, Inc.",nexum
TalentMatch,talentmatch
Microsoft PromoteIQ,microsoft promoteiq
Cazenovia College,cazenovia college
Microbial Discovery Group,microbial discovery
Busby Group,busby
Fox Automotive,fox automotive
"Insurance and Risk Management Services, Inc.",insurance and risk management services
Shopneck House,shopneck house
Crane Real Estate Group,crane real estate
"Competitive Health, Inc.",competitive health
PMI Made Simple,pmi made simple
"Global Edge Recruiting Associates, LLC",global edge recruiting
CrossFit Angier,crossfit angier
Grassroots Consulting,grassroots
Bedrock Detroit,bedrock detroit
Allied Electronics,allied electronics
Native Power Systems,native power systems
Big Buzz Idea Group,big buzz idea
Independence Pet Group,independence pet
Home and Community Care Support Services Champlain,home and community care support services champlain
WXYZ-TV,wxyztv
Event Advisory Group,event advisory
"Superior Insurance, LLC",superior insurance
Oakland County Michigan Works! Troy,oakland county michigan works troy
"Patrick Industries, Inc.",patrick industries
BM Allies,bm allies
Kakua Education,kakua education
Gateway Pediatric Therapy,gateway pediatric therapy
NEXT High School,next high school
Nissan North America,nissan north america
Millenium Trust Company,millenium trust
Institute for Organizational Mindfulness (IOM),institute for organizational mindfulness iom
